"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/14/2011","AQS","360610119","3","6.4","ug/m3 LC","27","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/15/2011","AQS","360610119","3","10.5","ug/m3 LC","44","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/16/2011","AQS","360610119","3","7.1","ug/m3 LC","30","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/17/2011","AQS","360610119","3","11.7","ug/m3 LC","49","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/18/2011","AQS","360610119","3","12.2","ug/m3 LC","51","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/19/2011","AQS","360610119","3","6.2","ug/m3 LC","26","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/20/2011","AQS","360610119","3","6.8","ug/m3 LC","28","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/21/2011","AQS","360610119","3","7.6","ug/m3 LC","32","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/22/2011","AQS","360610119","3","4.8","ug/m3 LC","20","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/23/2011","AQS","360610119","3","6.1","ug/m3 LC","25","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/24/2011","AQS","360610119","3","7.6","ug/m3 LC","32","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
"03/25/2011","AQS","360610119","3","5","ug/m3 LC","21","MANHATTANVILLE POST OFFICE","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.81133","-73.95321"
