Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shenyang,PM2.5,1/6/2015 21:00,2015,1,6,21,44,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 22:00,2015,1,6,22,24,g/m,1 Hr,Valid
Shenyang,PM2.5,1/6/2015 23:00,2015,1,6,23,32,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 0:00,2015,1,7,0,25,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 1:00,2015,1,7,1,24,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 2:00,2015,1,7,2,18,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 3:00,2015,1,7,3,22,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 4:00,2015,1,7,4,34,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 5:00,2015,1,7,5,31,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 6:00,2015,1,7,6,28,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 7:00,2015,1,7,7,33,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 8:00,2015,1,7,8,41,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 9:00,2015,1,7,9,64,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 10:00,2015,1,7,10,49,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 11:00,2015,1,7,11,47,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 12:00,2015,1,7,12,36,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 13:00,2015,1,7,13,32,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 14:00,2015,1,7,14,33,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 15:00,2015,1,7,15,39,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 16:00,2015,1,7,16,41,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 17:00,2015,1,7,17,44,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 18:00,2015,1,7,18,50,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 19:00,2015,1,7,19,58,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 20:00,2015,1,7,20,59,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 21:00,2015,1,7,21,75,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 22:00,2015,1,7,22,69,g/m,1 Hr,Valid
Shenyang,PM2.5,1/7/2015 23:00,2015,1,7,23,71,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 0:00,2015,1,8,0,127,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 1:00,2015,1,8,1,163,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 2:00,2015,1,8,2,165,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 3:00,2015,1,8,3,227,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 4:00,2015,1,8,4,178,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 5:00,2015,1,8,5,187,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 6:00,2015,1,8,6,226,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 7:00,2015,1,8,7,236,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 8:00,2015,1,8,8,197,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 9:00,2015,1,8,9,189,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 10:00,2015,1,8,10,196,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 11:00,2015,1,8,11,233,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 12:00,2015,1,8,12,129,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 13:00,2015,1,8,13,154,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 14:00,2015,1,8,14,129,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 15:00,2015,1,8,15,134,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 16:00,2015,1,8,16,143,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 17:00,2015,1,8,17,159,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 18:00,2015,1,8,18,169,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 19:00,2015,1,8,19,192,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 20:00,2015,1,8,20,191,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 21:00,2015,1,8,21,232,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 22:00,2015,1,8,22,250,g/m,1 Hr,Valid
Shenyang,PM2.5,1/8/2015 23:00,2015,1,8,23,271,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 0:00,2015,1,9,0,311,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 1:00,2015,1,9,1,323,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 2:00,2015,1,9,2,261,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 3:00,2015,1,9,3,287,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 4:00,2015,1,9,4,296,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 5:00,2015,1,9,5,294,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 6:00,2015,1,9,6,332,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 7:00,2015,1,9,7,373,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 8:00,2015,1,9,8,421,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 9:00,2015,1,9,9,441,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 10:00,2015,1,9,10,225,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 11:00,2015,1,9,11,229,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 12:00,2015,1,9,12,200,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 13:00,2015,1,9,13,199,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 14:00,2015,1,9,14,185,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 15:00,2015,1,9,15,178,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 16:00,2015,1,9,16,168,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 17:00,2015,1,9,17,148,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 18:00,2015,1,9,18,144,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 19:00,2015,1,9,19,153,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 20:00,2015,1,9,20,147,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 21:00,2015,1,9,21,137,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 22:00,2015,1,9,22,144,g/m,1 Hr,Valid
Shenyang,PM2.5,1/9/2015 23:00,2015,1,9,23,138,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 0:00,2015,1,10,0,133,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 1:00,2015,1,10,1,159,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 2:00,2015,1,10,2,180,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 3:00,2015,1,10,3,218,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 4:00,2015,1,10,4,234,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 5:00,2015,1,10,5,292,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 6:00,2015,1,10,6,299,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 7:00,2015,1,10,7,303,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 8:00,2015,1,10,8,287,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 9:00,2015,1,10,9,296,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 10:00,2015,1,10,10,193,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 11:00,2015,1,10,11,173,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 12:00,2015,1,10,12,217,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 13:00,2015,1,10,13,169,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 14:00,2015,1,10,14,143,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 15:00,2015,1,10,15,96,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 16:00,2015,1,10,16,91,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 17:00,2015,1,10,17,48,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 18:00,2015,1,10,18,66,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 19:00,2015,1,10,19,42,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 20:00,2015,1,10,20,37,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 21:00,2015,1,10,21,46,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 22:00,2015,1,10,22,41,g/m,1 Hr,Valid
Shenyang,PM2.5,1/10/2015 23:00,2015,1,10,23,46,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 0:00,2015,1,11,0,82,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 1:00,2015,1,11,1,125,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 2:00,2015,1,11,2,164,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 3:00,2015,1,11,3,175,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 4:00,2015,1,11,4,147,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 5:00,2015,1,11,5,100,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 6:00,2015,1,11,6,91,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 7:00,2015,1,11,7,83,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 8:00,2015,1,11,8,89,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 9:00,2015,1,11,9,103,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 10:00,2015,1,11,10,104,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 11:00,2015,1,11,11,106,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 12:00,2015,1,11,12,84,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 13:00,2015,1,11,13,67,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 14:00,2015,1,11,14,61,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 15:00,2015,1,11,15,57,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 16:00,2015,1,11,16,51,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 17:00,2015,1,11,17,56,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 18:00,2015,1,11,18,55,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 19:00,2015,1,11,19,72,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 20:00,2015,1,11,20,170,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 21:00,2015,1,11,21,186,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 22:00,2015,1,11,22,190,g/m,1 Hr,Valid
Shenyang,PM2.5,1/11/2015 23:00,2015,1,11,23,184,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 0:00,2015,1,12,0,193,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 1:00,2015,1,12,1,288,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 2:00,2015,1,12,2,291,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 3:00,2015,1,12,3,256,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 4:00,2015,1,12,4,288,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 5:00,2015,1,12,5,344,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 6:00,2015,1,12,6,274,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 7:00,2015,1,12,7,245,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 8:00,2015,1,12,8,290,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 9:00,2015,1,12,9,255,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 10:00,2015,1,12,10,218,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 11:00,2015,1,12,11,137,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 12:00,2015,1,12,12,124,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 13:00,2015,1,12,13,80,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 14:00,2015,1,12,14,89,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 15:00,2015,1,12,15,85,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 16:00,2015,1,12,16,91,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 17:00,2015,1,12,17,136,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 18:00,2015,1,12,18,192,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 19:00,2015,1,12,19,166,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 20:00,2015,1,12,20,153,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 21:00,2015,1,12,21,222,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 22:00,2015,1,12,22,278,g/m,1 Hr,Valid
Shenyang,PM2.5,1/12/2015 23:00,2015,1,12,23,272,g/m,1 Hr,Valid
Shenyang,PM2.5,1/13/2015 0:00,2015,1,13,0,221,g/m,1 Hr,Valid
