"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"09/30/2012","AQS","360610128","1","7.2","ug/m3 LC","30","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"10/03/2012","AQS","360610128","1","20.7","ug/m3 LC","69","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"10/06/2012","AQS","360610128","1","13.8","ug/m3 LC","55","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"10/09/2012","AQS","360610128","1","7.5","ug/m3 LC","31","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"10/12/2012","AQS","360610128","1","7.9","ug/m3 LC","33","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"10/15/2012","AQS","360610128","1","7.8","ug/m3 LC","33","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"10/18/2012","AQS","360610128","1","9.2","ug/m3 LC","38","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"10/21/2012","AQS","360610128","1","8.5","ug/m3 LC","35","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"10/27/2012","AQS","360610128","1","10.3","ug/m3 LC","43","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"11/08/2012","AQS","360610128","1","7.2","ug/m3 LC","30","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"11/14/2012","AQS","360610128","1","11.9","ug/m3 LC","50","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"11/17/2012","AQS","360610128","1","14.2","ug/m3 LC","55","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"11/20/2012","AQS","360610128","1","16.7","ug/m3 LC","61","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"11/23/2012","AQS","360610128","1","16","ug/m3 LC","59","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"11/26/2012","AQS","360610128","1","13.1","ug/m3 LC","53","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"11/29/2012","AQS","360610128","1","22.9","ug/m3 LC","74","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/02/2012","AQS","360610128","1","27","ug/m3 LC","82","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/08/2012","AQS","360610128","1","25.5","ug/m3 LC","79","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/11/2012","AQS","360610128","1","7.2","ug/m3 LC","30","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/14/2012","AQS","360610128","1","23","ug/m3 LC","74","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/17/2012","AQS","360610128","1","19.7","ug/m3 LC","67","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/20/2012","AQS","360610128","1","10.6","ug/m3 LC","44","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/23/2012","AQS","360610128","1","11.3","ug/m3 LC","47","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/26/2012","AQS","360610128","1","8.2","ug/m3 LC","34","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"12/29/2012","AQS","360610128","1","20.7","ug/m3 LC","69","PS 19","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/01/2012","AQS","360610128","3","12.8","ug/m3 LC","52","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/02/2012","AQS","360610128","3","10.9","ug/m3 LC","45","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/03/2012","AQS","360610128","3","10.8","ug/m3 LC","45","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/04/2012","AQS","360610128","3","12.1","ug/m3 LC","51","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/05/2012","AQS","360610128","3","15.7","ug/m3 LC","59","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/06/2012","AQS","360610128","3","16","ug/m3 LC","59","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/07/2012","AQS","360610128","3","18","ug/m3 LC","63","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/08/2012","AQS","360610128","3","10.2","ug/m3 LC","43","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/09/2012","AQS","360610128","3","11.4","ug/m3 LC","48","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/10/2012","AQS","360610128","3","15.8","ug/m3 LC","59","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/11/2012","AQS","360610128","3","11.8","ug/m3 LC","49","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/12/2012","AQS","360610128","3","11.7","ug/m3 LC","49","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/13/2012","AQS","360610128","3","12.3","ug/m3 LC","51","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/14/2012","AQS","360610128","3","13.1","ug/m3 LC","53","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
"01/15/2012","AQS","360610128","3","9.7","ug/m3 LC","40","PS 19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","061","New York","40.73","-73.984"
