GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0400000US29,29,Missouri,85215,996,40475,706,3194,264,3159,312,2644,297,1422,168,1583,323,3384,285,3287,233,4430,190,7412,240,4541,213,2858,158,1712,196,732,124,117,62,44740,586,3437,263,3067,289,3078,329,1507,172,1293,206,3427,268,3903,212,4545,210,7909,263,5560,251,4002,193,1912,173,850,168,250,102
0400000US30,30,Montana,6333,382,2443,256,163,71,86,59,245,93,131,69,132,80,271,113,234,84,246,98,326,103,373,107,161,90,44,31,18,16,13,22,3890,283,163,53,256,101,322,93,271,105,174,103,335,112,258,95,336,120,766,179,486,104,325,94,109,62,82,76,7,11
0400000US31,31,Nebraska,28375,662,13745,474,1294,231,1193,175,937,193,486,101,468,78,1468,161,1086,108,1464,113,2382,171,1454,197,983,89,390,58,139,60,1,3,14630,475,1205,182,1241,215,881,164,580,113,311,79,1173,147,1499,127,1564,144,2539,178,1650,157,1254,123,486,91,181,74,66,52
0400000US32,32,Nevada,157280,1502,71694,920,4558,368,4236,433,4339,358,2726,162,1423,127,4230,185,6348,265,6492,233,12327,228,10153,207,7653,151,4543,141,2214,140,452,126,85586,869,4593,305,4254,351,3977,323,2622,143,1438,105,4695,209,7338,269,7161,262,14545,280,13926,219,11063,231,6268,159,3092,211,614,159
0400000US33,33,New Hampshire,24981,531,12303,386,1094,155,811,157,886,188,466,98,361,134,905,150,1061,142,1424,131,2380,201,1399,124,986,110,403,115,112,78,15,24,12678,332,1245,143,974,126,959,163,374,90,310,115,945,157,1114,124,1446,99,2300,107,1360,95,983,123,515,112,126,62,27,32
0400000US34,34,New Jersey,642436,1811,318456,1069,24796,495,23001,831,20937,865,12114,265,6689,223,18182,282,25166,277,31126,212,59031,304,46488,284,28788,191,15318,188,5898,255,922,224,323980,1152,23832,453,22642,743,20124,680,11313,204,6207,188,17564,298,26725,268,31522,260,59449,308,47405,287,30685,193,16411,165,7716,348,2385,311
0400000US35,35,New Mexico,26774,716,11720,422,906,171,700,172,754,160,482,133,337,90,994,131,1114,159,1230,188,2048,225,1467,173,957,114,484,69,190,47,57,37,15054,612,1197,260,1098,228,806,235,403,123,215,103,979,189,1192,164,1294,177,2222,198,2473,185,1858,227,849,105,395,75,73,48
0400000US36,36,New York,1319787,3119,650670,1945,48683,696,40456,1126,40511,1082,23646,381,17178,495,45040,548,54458,599,57064,476,110548,738,97843,546,63461,387,33513,254,14069,443,4200,423,669117,1744,44871,688,38654,985,38259,1010,22286,373,16193,472,45046,592,60407,462,63073,358,114903,574,95819,488,66505,378,36730,338,19440,685,6931,681
0400000US37,37,North Carolina,173320,1444,83454,933,6863,354,5975,433,6477,463,3518,314,3128,510,6467,365,6774,551,8591,288,15652,499,9975,346,5829,246,2949,220,985,193,271,96,89866,991,7272,409,6608,554,6061,434,3293,257,2806,380,6526,414,6933,389,9574,351,16528,384,11141,395,7281,335,3711,311,1643,236,489,144
0400000US38,38,North Dakota,5312,371,2694,298,135,80,203,106,107,43,160,86,119,72,371,128,375,106,304,116,444,144,121,82,187,83,145,61,23,21,0,93,2618,228,200,112,206,79,138,69,56,46,152,79,408,110,376,148,190,46,399,113,152,49,188,62,84,63,48,23,21,28
