GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 to 24 years,Margin of Error; Male: - 20 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 44 years,Margin of Error; Male: - 35 to 44 years,Estimate; Male: - 45 to 54 years,Margin of Error; Male: - 45 to 54 years,Estimate; Male: - 55 to 64 years,Margin of Error; Male: - 55 to 64 years,Estimate; Male: - 65 to 74 years,Margin of Error; Male: - 65 to 74 years,Estimate; Male: - 75 to 84 years,Margin of Error; Male: - 75 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 to 24 years,Margin of Error; Female: - 20 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 44 years,Margin of Error; Female: - 35 to 44 years,Estimate; Female: - 45 to 54 years,Margin of Error; Female: - 45 to 54 years,Estimate; Female: - 55 to 64 years,Margin of Error; Female: - 55 to 64 years,Estimate; Female: - 65 to 74 years,Margin of Error; Female: - 65 to 74 years,Estimate; Female: - 75 to 84 years,Margin of Error; Female: - 75 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0400000US01,01,Alabama,62815,1347,29370,951,1726,246,2058,264,1801,263,1333,303,892,225,2533,330,2416,219,2686,291,5395,312,4036,214,2373,236,1341,190,694,154,86,53,33445,706,1979,227,2365,297,2075,306,1105,189,869,170,2054,276,2634,247,2908,277,6119,329,4525,310,3616,185,2142,188,916,182,138,60
0400000US02,02,Alaska,45604,929,21723,634,1374,154,1688,234,1747,234,1109,152,608,104,2133,191,1845,219,1468,169,2654,233,2926,186,2429,155,1278,118,339,93,125,79,23881,552,1110,166,1376,198,1419,209,1116,202,629,79,1723,154,1941,156,1765,183,3626,202,3514,192,3132,152,1456,131,818,128,256,91
0400000US04,04,Arizona,213417,2141,99793,1447,5953,319,5884,409,6105,411,3391,235,2842,232,9205,404,9001,397,9000,341,17533,499,13006,300,9106,251,5510,215,2438,220,819,192,113624,1102,5733,307,6188,491,6199,402,3472,238,2830,232,7954,314,8861,327,9699,341,19914,350,16452,255,12849,238,8537,190,3779,237,1157,212
0400000US05,05,Arkansas,42368,858,20056,596,1430,231,1432,235,1505,264,813,150,479,126,2136,268,1997,222,1986,253,3316,203,2050,189,1758,173,789,139,335,116,30,25,22312,644,1270,198,1121,209,1563,253,888,148,624,177,1800,258,1873,237,2274,212,4078,275,2762,189,2317,178,1301,196,332,108,109,68
0400000US06,06,California,5503672,8873,2604269,5024,139479,1593,146389,2123,146611,2226,91934,975,65620,999,185686,1504,219950,1111,209476,1257,392234,1330,365128,1013,310287,896,196058,627,101044,1173,34373,1040,2899403,5293,132512,1699,138181,1773,139902,1969,85475,967,63731,715,176363,1164,223550,1354,232400,1044,457725,1306,425389,1120,380943,1001,246456,549,134638,1436,62138,1386
0400000US08,08,Colorado,164771,1773,74811,1015,4364,269,5242,460,4907,433,2796,235,2059,187,6164,441,6937,293,7156,312,12432,324,10106,273,6418,266,3956,146,1749,145,525,113,89960,1087,4496,292,5779,446,5424,466,3307,175,2355,156,6358,342,7448,258,7884,292,15166,360,12593,310,9559,261,5807,175,2647,188,1137,179
0400000US09,09,Connecticut,156450,1587,75231,954,4551,279,4690,382,4930,397,2891,167,2226,252,5791,330,6971,235,7631,182,13104,267,10187,266,6749,165,3567,109,1662,142,281,115,81219,931,4237,248,4610,360,5220,368,3029,187,2552,212,5474,266,6983,249,7877,179,15090,196,11419,203,7724,174,4567,115,2010,163,427,123
0400000US10,10,Delaware,36553,717,17816,435,1083,109,866,159,1213,206,751,111,515,65,1407,126,1686,121,1865,93,3040,157,2158,142,1630,83,951,82,555,76,96,55,18737,402,1088,66,1214,144,1069,134,493,66,397,75,1425,127,1729,112,1967,87,2914,102,2491,105,1842,63,1348,64,576,97,184,86
0400000US11,11,District of Columbia,25558,570,10625,332,541,127,358,101,96,63,116,46,460,158,1105,179,1539,162,1740,110,2297,158,1106,64,628,81,421,7,195,54,23,27,14933,377,418,109,270,98,241,65,157,33,701,170,1492,181,2532,158,2506,154,3000,120,1291,95,1178,124,667,65,298,97,182,93
0400000US12,12,Florida,543394,3300,248961,2179,12364,485,15979,938,14617,731,8964,411,6868,465,18890,638,20049,624,19453,470,40446,704,35672,569,27353,431,18637,383,7629,353,2040,277,294433,1831,13319,643,15049,699,15359,740,9185,375,6492,396,18428,639,20846,541,24137,489,50307,676,44768,464,37804,370,25202,402,10410,445,3127,359
0400000US13,13,Georgia,388946,2803,187526,1646,12019,483,12091,629,13212,730,7600,353,6057,359,14448,549,15311,541,16421,385,32774,639,26079,437,17588,353,9230,294,3993,257,703,214,201420,1643,10989,467,12282,709,13290,722,6852,335,5237,332,12757,565,16034,386,18273,430,38534,587,28757,517,20824,425,11781,406,4721,380,1089,271
0400000US15,15,Hawaii,540556,3320,251212,1942,9681,501,10146,530,12125,734,7745,378,4548,314,14798,553,14883,491,14852,545,31358,635,37091,584,39376,587,29346,378,16325,438,8938,412,289344,2138,9978,619,9291,481,11172,621,7565,442,4535,318,12777,492,15736,584,16373,565,36749,748,43565,640,45270,529,35199,405,23110,758,18024,691
0400000US16,16,Idaho,22720,999,9603,641,503,135,795,240,486,170,442,147,218,98,834,249,979,255,934,179,1538,183,1252,151,886,127,508,117,180,86,48,43,13117,619,543,172,931,221,835,210,578,135,546,219,827,170,882,196,1338,203,2193,211,1729,201,1209,143,890,133,493,115,123,55
0400000US17,17,Illinois,671811,2713,323218,1572,19756,535,19797,769,18417,731,10990,343,8601,272,24608,475,28237,508,30933,412,54498,512,40611,391,32639,357,22708,286,9546,345,1877,289,348593,1671,18448,535,19198,699,19720,741,11099,270,7639,266,24255,491,29884,478,32599,432,58837,644,46144,476,38870,317,26236,325,11787,431,3877,366
0400000US18,18,Indiana,137680,1531,67103,917,4473,249,4452,407,3887,434,2428,273,3319,241,9920,383,6121,244,6430,301,10886,448,7244,397,4439,230,2550,240,772,127,182,96,70577,950,4115,307,4766,458,4934,479,2795,267,3144,295,7309,414,6136,296,6885,344,11897,491,8125,314,5571,276,3431,242,1107,208,362,122
0400000US19,19,Iowa,71178,1093,35405,730,2502,205,2651,287,2336,243,1314,191,1639,224,4817,498,4006,237,3152,191,5640,268,3812,230,1975,188,993,120,510,125,58,53,35773,708,2269,221,2651,344,1970,316,1333,180,1390,237,4144,313,3559,233,3372,194,6331,310,3777,205,2457,185,1619,190,716,136,185,93
0400000US20,20,Kansas,80738,1017,39046,668,2482,213,2783,352,2670,322,1317,171,1206,165,4860,371,4126,192,3433,180,6257,276,4457,235,3076,173,1625,112,651,107,103,64,41692,704,2367,218,2261,271,2807,306,1464,175,1231,213,4450,368,3703,240,3943,196,6892,261,5296,237,3724,159,2265,181,1023,144,266,89
0400000US21,21,Kentucky,59593,1398,27717,807,1996,206,2269,282,1929,229,1182,183,725,137,2447,237,2495,266,2774,241,5093,318,3400,307,1860,204,1053,126,417,95,77,64,31876,828,1876,209,2182,310,2719,261,1087,151,968,156,2370,309,2982,273,2791,243,5670,235,3913,285,2391,193,2081,238,696,131,150,63
0400000US22,22,Louisiana,80980,965,39376,681,2379,245,2579,309,2114,358,1315,147,1198,213,4059,295,3862,347,3324,241,6122,331,4986,252,4054,252,2544,198,611,119,229,113,41604,700,2629,208,2759,357,2384,299,1348,160,911,206,3050,294,3432,201,3593,213,7283,436,5197,255,4564,240,2868,270,1171,200,415,161
0400000US23,23,Maine,14804,516,6036,350,197,107,474,176,387,129,349,80,298,76,488,146,501,128,619,140,975,140,726,108,543,107,344,113,99,84,36,40,8768,339,240,79,475,114,630,116,497,119,433,158,557,159,678,137,856,161,1523,184,1082,128,958,113,565,106,192,81,82,51
